[2018-09-09 16:24:16.977] Starting up round ID 2226.
[2018-09-09 16:24:16.977] -------------------------
[2018-09-09 16:29:35.299] ATTACK: TwoTar/(Deeja-Chee) has thrown the folder (Xenobiology Lab (169, 101, 2))
[2018-09-09 17:05:00.754] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:01.608] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:01.921] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:02.119] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:02.382] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:02.947] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:03.198] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:03.790] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:04.086] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:04.553] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:06.238] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:06.760] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:06.859] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:08.420] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:09.745] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:09.948] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:10.299] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:10.667] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:10.868] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:11.317] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:11.772] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:12.071] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:12.372] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:12.823] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:13.138] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:13.333] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:14.002] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:14.296] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:14.751] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:14.944] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:15.552] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:16.139] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:16.433] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:17.136] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:17.342] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:17.651] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:17.844] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:18.555] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:18.755] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:19.259] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:19.548] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:19.803] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:20.005] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:20.541] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:21.648] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:21.847] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:22.296] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:22.697] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:22.998] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:23.198] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:23.599] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:23.803] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:24.003] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:24.254] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:24.471] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:25.726] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:25.901] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:26.384] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:26.734] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:27.069] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:27.668] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:28.075] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:28.725] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:29.349] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:29.610] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:29.810] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:30.115] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:30.618] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:30.883] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:31.175] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:31.427] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:31.779] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:31.975] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:32.230] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:33.019] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:33.316] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:33.516] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:33.770] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:34.279] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:34.577] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:34.828] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:35.024] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:35.330] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:35.962] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:36.268] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:37.209] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:37.582] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:37.999] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:38.905] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:39.059] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:39.414] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:39.668] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:39.869] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:40.124] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:40.427] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:40.742] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:41.188] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:41.503] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:41.804] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:42.111] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:42.408] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:43.200] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:43.770] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:44.315] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:44.578] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:44.784] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:46.217] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:46.524] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:46.879] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:47.128] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:47.561] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:48.414] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:49.508] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:49.828] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:50.917] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:51.211] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:52.740] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:53.043] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:53.661] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:53.971] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:54.567] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:55.377] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:55.771] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:55.946] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:56.143] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:57.367] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:57.769] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:57.983] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:58.280] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:58.610] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:58.916] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:05:59.438] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:06:00.226] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:06:00.675] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:06:01.076] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:06:01.274] ATTACK: [grille] has electrocuted *no key*/(Sona Haku) (NEWHP: -582.9)  (Waste Disposal (54, 127, 2))
[2018-09-09 17:06:17.341] ATTACK: TwoTar/(Deeja-Chee) has thrown the used slime extract (Xenobiology Lab (168, 103, 2))
[2018-09-09 17:06:36.348] ATTACK: TwoTar/(Deeja-Chee) has thrown the used slime extract (Xenobiology Lab (168, 103, 2))
[2018-09-09 17:06:36.351] ATTACK: TwoTar/(Deeja-Chee) has threw and hit *no key*/(blob spore (334)) with [used slime extract] (NEWHP: 30)  (Xenobiology Lab (168, 103, 2))
[2018-09-09 17:06:50.827] ATTACK: [grille] has electrocuted Jaedo/(Peter Parker) (NEWHP: 25.8)  (Central Primary Hallway (105, 141, 2))
[2018-09-09 17:06:53.153] ATTACK: TwoTar/(Deeja-Chee) has thrown the used slime extract (Xenobiology Lab (170, 101, 2))
[2018-09-09 17:07:06.687] ATTACK: Wicker0/(Harlow Moriarty) has thrown the glass (Mining Shuttle (117, 172, 5))
[2018-09-09 17:07:06.785] ATTACK: Wicker0/(Harlow Moriarty) has threw and hit DoopsBoops/(Spencer Catherina) with [glass] (NEWHP: 97.4)  (Mining Shuttle (117, 172, 5))
[2018-09-09 17:07:35.312] ATTACK: Wicker0/(Harlow Moriarty) has thrown the floor tile (Auxillary Base (109, 174, 5))
[2018-09-09 17:07:36.880] ATTACK: [grille] has electrocuted Catmanpop/(Sona Haku) (NEWHP: 25)  (Central Primary Hallway (105, 140, 2))
[2018-09-09 17:07:44.838] ATTACK: Jaedo/(Peter Parker) has attempted to inject Jaedo/(Peter Parker) with [epinephrine medipen] (Epinephrine) (NEWHP: 25.8)  (Arrival Shuttle Hallway (52, 137, 2))
[2018-09-09 17:07:44.839] ATTACK: Jaedo/(Peter Parker) has injected Jaedo/(Peter Parker) with [epinephrine medipen] (Epinephrine) (NEWHP: 25.8)  (Arrival Shuttle Hallway (52, 137, 2))
[2018-09-09 17:07:53.754] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 57, 2))
[2018-09-09 17:07:53.866] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 56, 2))
[2018-09-09 17:07:56.399] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (116, 57, 2))
[2018-09-09 17:07:56.476] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 57, 2))
[2018-09-09 17:07:56.480] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 56, 2))
[2018-09-09 17:07:58.964] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 57, 2))
[2018-09-09 17:07:59.009] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (116, 57, 2))
[2018-09-09 17:08:01.218] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 56, 2))
[2018-09-09 17:08:03.170] ATTACK: [emitter] has shot *no key*/(red adult slime (752)) with [emitter beam] (NEWHP: 200)  (Engineering (116, 57, 2))
[2018-09-09 17:08:03.312] ATTACK: [emitter] has shot *no key*/(red adult slime (752)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 57, 2))
[2018-09-09 17:08:05.116] ATTACK: [emitter] has shot *no key*/(red adult slime (752)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 56, 2))
[2018-09-09 17:08:07.045] ATTACK: [emitter] has shot *no key*/(red adult slime (752)) with [emitter beam] (NEWHP: 200)  (Engineering (116, 57, 2))
[2018-09-09 17:08:08.946] ATTACK: [emitter] has shot *no key*/(red adult slime (752)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 57, 2))
[2018-09-09 17:08:08.997] ATTACK: [emitter] has shot *no key*/(red adult slime (752)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 56, 2))
[2018-09-09 17:08:13.029] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 57, 2))
[2018-09-09 17:08:13.081] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 56, 2))
[2018-09-09 17:08:17.221] ATTACK: [emitter] has shot *no key*/(red adult slime (752)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 57, 2))
[2018-09-09 17:08:17.267] ATTACK: [emitter] has shot *no key*/(red adult slime (870)) with [emitter beam] (NEWHP: 200)  (Engineering (116, 57, 2))
[2018-09-09 17:08:19.212] ATTACK: TwoTar/(Deeja-Chee) has fired at [grille] with [weakened plasma blast] from Central Primary Hallway (Central Primary Hallway (103, 141, 2))
[2018-09-09 17:09:15.880] ATTACK: [emitter] has shot Catmanpop/(orange adult slime (949)) with [emitter beam] (NEWHP: 200)  (Engineering (110, 57, 2))
[2018-09-09 17:09:36.903] ATTACK: Floofster/(Wih-Skee) has attacked Bobcat49/(Rose White) with survival knife[DC] (INTENT: HARM) (DAMTYPE: BRUTE) (NEWHP: 92.1)  (Emergency Shelter (74, 41, 5))
[2018-09-09 17:09:38.417] ATTACK: Floofster/(Wih-Skee) has attacked Bobcat49/(Rose White) with survival knife[DC] (INTENT: HARM) (DAMTYPE: BRUTE) (NEWHP: 81.6)  (Emergency Shelter (74, 41, 5))
[2018-09-09 17:09:39.982] ATTACK: Bobcat49/(Rose White) has fired at [sleeper] with [weakened plasma blast] from Emergency Shelter (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:39.987] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened plasma blast] (NEWHP: 93)  (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:41.550] ATTACK: Bobcat49/(Rose White) has fired at [table] with [weakened plasma blast] from Emergency Shelter (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:41.553] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened plasma blast] (NEWHP: 86)  (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:41.556] ATTACK: Floofster/(Wih-Skee) has attacked Bobcat49/(Rose White) with survival knife[DC] (INTENT: HARM) (DAMTYPE: BRUTE) (NEWHP: 73.7)  (Emergency Shelter (74, 41, 5))
[2018-09-09 17:09:42.403] ATTACK: Floofster/(Wih-Skee) has attacked Bobcat49/(Rose White) with survival knife[DC] (INTENT: HARM) (DAMTYPE: BRUTE) (NEWHP: 63.2)  (Emergency Shelter (74, 41, 5))
[2018-09-09 17:09:42.701] ATTACK: Bobcat49/(Rose White) has fired at [table] with [weakened plasma blast] from Emergency Shelter (Emergency Shelter (75, 41, 5))
[2018-09-09 17:09:42.704] ATTACK: Bobcat49/(Rose White) has shot Floofster/(Wih-Skee) with [weakened plasma blast] (NEWHP: 79)  (Emergency Shelter (75, 41, 5))
